"Date","Account","Description","Check #","Category","Credit","Debit"
"08/16/2024","CHECKING","CHASE CREDIT CRDEPAY 2408167739099190WEB","","Transfer Between Accounts/Credit Card Payment","","-10000.00"
"08/13/2024","CHECKING","ALLY ALLY PAYMT240813670921023259WEB","","Transportation/Lease/Loan","","-849.84"
"08/12/2024","CHECKING","0810ATT*BILL PAYME 800-288-2020 TX************7304","","Utilities/TV","","-112.68"
"08/12/2024","CHECKING","0810APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-65.84"
"08/12/2024","CHECKING","0812Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-547.00"
"08/12/2024","CHECKING","PAYMENT 9100 08/12 NETFLIX COM001 NETFLIX COM","","Entertainment","","-25.17"
"08/09/2024","CHECKING","ELECTRICFUND BANK DRAFT240809UM393818PPD","","Utilities/Gas/Electric","","-341.90"
"08/09/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24080924080968770PPD","","Medical","2649.16",""
"08/05/2024","CHECKING","0803GOOGLE *YouTub g.co/helppay#CA************7304","","Entertainment","","-79.92"
"08/05/2024","CHECKING","0805JP Morgan Chase Bank, N. Phoenix AZ","","Uncategorized Expense","","-2333.06"
"08/05/2024","CHECKING","MTN LAUREL ASSC INS PREM 24080311011278 DANNYPPD","","Insurance","","-116.92"
"08/01/2024","CHECKING","0801Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-478.00"
"07/31/2024","CHECKING","STATE FARM RO 27CPC-CLIENT24073111 J 1991793759PPD","","Insurance","","-401.28"
"07/31/2024","CHECKING","University HealtPR PAYMENT2407312000-000017938PPD","","Education","9302.08",""
"07/30/2024","CHECKING","0728APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-40.33"
"07/29/2024","CHECKING","0728VZWRLSS*APOCC 800-922-0204 FL************7304","","Utilities/Phone","","-396.86"
"07/29/2024","CHECKING","0729Synchrony Bank Orlando FL","","Financial Services","","-134.00"
"07/26/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24072624072668770PPD","","Healthcare - HSA Spending Account/Insurance","2648.32",""
"07/24/2024","CHECKING","0722EMF&K-LOVE 800-525-5683 CA************7304","","Contributions","","-15.00"
"07/23/2024","CHECKING","0722APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-2.99"
"07/22/2024","CHECKING","0721ATMOS ENERGY 888-286-6700 TX************7304","","Utilities/Gas/Electric","","-24.63"
"07/19/2024","CHECKING","0716APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-2.99"
"07/19/2024","CHECKING","CITY OF ALCOA BANK DRAFT240719142032002PPD","","Utilities","","-288.00"
"07/18/2024","CHECKING","CHECK","2460","Uncategorized Expense","","-300.00"
"07/18/2024","CHECKING","0717APPLE.COM/BILL 800-275-2273 CA************7304","","Entertainment","","-21.88"
"07/17/2024","CHECKING","0716SXM*SIRIUSXM.C 888-635-5144 NY************7304","","Entertainment","","-25.29"
"07/17/2024","CHECKING","PLANET FIT CLUB FEES 2407172419810024255PPD","","Personal Care","","-10.00"
"07/17/2024","CHECKING","PLANET FIT CLUB FEES 2407172419810023554PPD","","Personal Care","","-10.00"
"07/17/2024","CHECKING","PLANET FIT CLUB FEES 2407172419810014576PPD","","Personal Care","","-23.06"
"07/16/2024","CHECKING","0715SUPERNATURAL HTTPSGETSUPERCA************7304","","Entertainment","","-10.96"
"07/16/2024","CHECKING","PAYPAL INST XFER 240716MARINEPARTSWEB","","Housing","","-119.81"
"07/15/2024","CHECKING","0712ATT*BILL PAYME 800-288-2020 TX************7304","","Utilities/TV","","-112.68"
"07/15/2024","CHECKING","TRANSFER FROM X*XXXX FUNDRAISING","","Transfer Between Accounts","300.00",""
"07/15/2024","CHECKING","CHASE CREDIT CRDEPAY 2407157660372002WEB","","Transfer Between Accounts/Credit Card Payment","","-10000.00"
"07/15/2024","CHECKING","LOANDEPOT MSP ACH 2407151046254429PPD","","Miscellaneous","","-2333.06"
"07/15/2024","CHECKING","ALLY ALLY PAYMT240715670921023259WEB","","Transportation/Lease/Loan","","-849.84"
"07/12/2024","CHECKING","PAYMENT 9100 07/12 NETFLIX COM001 NETFLIX COM","","Entertainment","","-25.17"
"07/12/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24071224071268770PPD","","Healthcare - HSA Spending Account/Insurance","2648.32",""
"07/10/2024","CHECKING","0710Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-547.00"
"07/10/2024","CHECKING","PAYMENT 9100 07/10 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-3.28"
"07/09/2024","CHECKING","ELECTRICFUND BANK DRAFT240709UM393818PPD","","Utilities/Gas/Electric","","-192.78"
"07/08/2024","CHECKING","CHASE CREDIT CRDAUTOPAY 240706000000000266712PPD","","Transfer Between Accounts/Credit Card Payment","","-669.00"
"07/05/2024","CHECKING","0703GOOGLE *YouTub g.co/helppay#CA************7304","","Entertainment","","-79.92"
"07/03/2024","CHECKING","MTN LAUREL ASSC INS PREM 24070311011278 DANNYPPD","","Insurance","","-116.92"
"07/02/2024","CHECKING","STATE FARM RO 27CPC-CLIENT24070211 J 1991793759PPD","","Insurance","","-401.31"
"07/01/2024","CHECKING","CHECK","2459","Uncategorized Expense","","-190.00"
"07/01/2024","CHECKING","0628APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-40.33"
"07/01/2024","CHECKING","0628VZWRLSS*APOCC 800-922-0204 FL************7304","","Utilities/Phone","","-286.55"
"07/01/2024","CHECKING","0701Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-478.00"
"07/01/2024","CHECKING","ONLINE TRANSFER FROM CHECKING XXXXXXXXXXXX9965","","Transfer Between Accounts","1342.00",""
"06/28/2024","CHECKING","MOBILE DEPOSIT","","Utilities/Phone","80.57",""
"06/28/2024","CHECKING","University HealtPR PAYMENT2406282000-000017938PPD","","Education","8958.49",""
"06/28/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24062824062868770PPD","","Medical","2648.32",""
"06/27/2024","CHECKING","0627Synchrony Bank Orlando FL","","Financial Services","","-134.00"
"06/25/2024","CHECKING","CHECK","2458","Uncategorized Expense","","-350.00"
"06/24/2024","CHECKING","0623Audible*RC8N75 Amzn.com/billNJ************7304","","Shopping","","-16.37"
"06/24/2024","CHECKING","0622ATMOS ENERGY 888-286-6700 TX************7304","","Utilities/Gas/Electric","","-24.63"
"06/24/2024","CHECKING","0622EMF&K-LOVE 800-525-5683 CA************7304","","Contributions","","-15.00"
"06/24/2024","CHECKING","PAYMENT 9100 06/22 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-2.99"
"06/20/2024","CHECKING","CITY OF ALCOA BANK DRAFT240620142032002PPD","","Utilities","","-187.00"
"06/18/2024","CHECKING","0616APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-2.99"
"06/17/2024","CHECKING","0616SXM*SIRIUSXM.C 888-635-5144 NY************7304","","Entertainment","","-25.29"
"06/17/2024","CHECKING","0615SUPERNATURAL HTTPSGETSUPERCA************7304","","Entertainment","","-10.96"
"06/17/2024","CHECKING","PLANET FIT CLUB FEES 2406172416612586616PPD","","Personal Care","","-10.00"
"06/17/2024","CHECKING","PLANET FIT CLUB FEES 2406172416612586452PPD","","Personal Care","","-10.00"
"06/17/2024","CHECKING","PLANET FIT CLUB FEES 2406172416612583993PPD","","Personal Care","","-23.06"
"06/17/2024","CHECKING","LOANDEPOT MSP ACH 2406151046254429PPD","","Miscellaneous","","-2333.06"
"06/14/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24061424061468770PPD","","Healthcare - HSA Spending Account/Insurance","2648.31",""
"06/13/2024","CHECKING","ALLY ALLY PAYMT240613670921023259WEB","","Transportation/Lease/Loan","","-849.84"
"06/13/2024","CHECKING","VENMO PAYMENT 2406131034993359085WEB","","Uncategorized Expense","","-150.00"
"06/12/2024","CHECKING","0611ATT*BILL PAYME 800-288-2020 TX************7304","","Utilities/TV","","-112.68"
"06/12/2024","CHECKING","PAYMENT 9100 06/12 NETFLIX COM001 NETFLIX COM","","Entertainment","","-25.17"
"06/10/2024","CHECKING","0610Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-547.00"
"06/10/2024","CHECKING","ELECTRICFUND BANK DRAFT240608UM393818PPD","","Utilities/Gas/Electric","","-283.42"
"06/07/2024","CHECKING","CHECK","2457","Uncategorized Expense","","-4000.00"
"06/07/2024","CHECKING","0607Mike Knoxville TN","","Uncategorized Expense","","-120.00"
"06/06/2024","CHECKING","0605APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-5.48"
"06/05/2024","CHECKING","CHASE CREDIT CRDEPAY 2406057567613308WEB","","Transfer Between Accounts/Credit Card Payment","","-11000.00"
"06/04/2024","CHECKING","0603GOOGLE *YouTub g.co/helppay#CA************7304","","Entertainment","","-79.92"
"06/04/2024","CHECKING","MTN LAUREL ASSC INS PREM 24060411011278 DANNYPPD","","Insurance","","-116.92"
"06/03/2024","CHECKING","0603Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-478.00"
"06/03/2024","CHECKING","PAYPAL INST XFER 240603SC CORNHOLEWEB","","Uncategorized Expense","","-39.96"
"05/31/2024","CHECKING","TRANSFER FROM X*XXXX TO COVER VB HOUSING","","Transfer Between Accounts","4000.00",""
"05/31/2024","CHECKING","STATE FARM RO 27CPC-CLIENT24053111 J 1991793759PPD","","Insurance","","-384.23"
"05/31/2024","CHECKING","University HealtPR PAYMENT2405312000-000017938PPD","","Education","3832.83",""
"05/31/2024","CHECKING","University HealtPR PAYMENT2405312000-000017938PPD","","Education","8958.49",""
"05/31/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24053124053168770PPD","","Healthcare - HSA Spending Account/Insurance","2705.10",""
"05/30/2024","CHECKING","0528APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-40.32"
"05/29/2024","CHECKING","CHECK","2456","Uncategorized Expense","","-64.00"
"05/29/2024","CHECKING","0528VZWRLSS*APOCC 800-922-0204 FL************7304","","Utilities/Phone","","-252.27"
"05/28/2024","CHECKING","0528Synchrony Bank Orlando FL","","Financial Services","","-134.00"
"05/28/2024","CHECKING","ONLINE TRANSFER TO CHECKING XXXXXXXXXXXX9965","","Transfer Between Accounts","","-90.00"
"05/24/2024","CHECKING","0523Audible*GJ3UJ3 Amzn.com/billNJ************7304","","Shopping","","-16.37"
"05/24/2024","CHECKING","0522EMF&K-LOVE 800-525-5683 CA************7304","","Contributions","","-15.00"
"05/24/2024","CHECKING","ONLINE TRANSFER TO CHECKING XXXXXXXXXXXX9965","","Transfer Between Accounts","","-200.00"
"05/23/2024","CHECKING","0522APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-2.99"
"05/22/2024","CHECKING","0521APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-32.90"
"05/21/2024","CHECKING","0520ATMOS ENERGY 888-286-6700 TX************7304","","Utilities/Gas/Electric","","-21.53"
"05/21/2024","CHECKING","VENMO PAYMENT 2405211034520253978WEB","","Uncategorized Expense","","-150.00"
"05/20/2024","CHECKING","CITY OF ALCOA BANK DRAFT240518142032002PPD","","Utilities","","-105.00"
"05/17/2024","CHECKING","0516APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-2.99"
"05/17/2024","CHECKING","0516SXM*SIRIUSXM.C 888-635-5144 NY************7304","","Entertainment","","-25.29"
"05/17/2024","CHECKING","PLANET FIT CLUB FEES 2405172413703278328PPD","","Personal Care","","-10.00"
"05/17/2024","CHECKING","PLANET FIT CLUB FEES 2405172413703277211PPD","","Personal Care","","-10.00"
"05/17/2024","CHECKING","PLANET FIT CLUB FEES 2405172413703260202PPD","","Personal Care","","-23.06"
"05/17/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24051724051768770PPD","","Healthcare - HSA Spending Account/Insurance","2648.31",""
"05/16/2024","CHECKING","0515SUPERNATURAL HTTPSGETSUPERCA************7304","","Entertainment","","-10.96"
"05/15/2024","CHECKING","0513APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-5.48"
"05/15/2024","CHECKING","LOANDEPOT MSP ACH 2405151046254429PPD","","Miscellaneous","","-2323.19"
"05/14/2024","CHECKING","ALLY ALLY PAYMT240514670921023259WEB","","Transportation/Lease/Loan","","-849.84"
"05/13/2024","CHECKING","0512ATT*BILL PAYME 800-288-2020 TX************7304","","Utilities/TV","","-112.68"
"05/13/2024","CHECKING","PAYMENT 9100 05/12 NETFLIX COM001 NETFLIX COM","","Entertainment","","-25.17"
"05/10/2024","CHECKING","0510Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-547.00"
"05/09/2024","CHECKING","ELECTRICFUND BANK DRAFT240509UM393818PPD","","Utilities/Gas/Electric","","-94.22"
"05/06/2024","CHECKING","CHECK","2455","Uncategorized Expense","","-655.48"
"05/06/2024","CHECKING","CHECK","2454","Uncategorized Expense","","-945.21"
"05/06/2024","CHECKING","0503GOOGLE *YouTub g.co/helppay#CA************7304","","Entertainment","","-79.92"
"05/03/2024","CHECKING","MTN LAUREL ASSC INS PREM 24050311011278 DANNYPPD","","Insurance","","-116.92"
"05/03/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24050324050368770PPD","","Medical","2648.33",""
"05/01/2024","CHECKING","0429APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-18.63"
"05/01/2024","CHECKING","0501Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-478.00"
"05/01/2024","CHECKING","STATE FARM RO 27CPC-CLIENT24050111 J 1991793759PPD","","Insurance","","-384.27"
"04/30/2024","CHECKING","0428APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-40.32"
"04/30/2024","CHECKING","University HealtPR PAYMENT2404302000-000017938PPD","","Education","8963.50",""
"04/29/2024","CHECKING","0428VZWRLSS*APOCC 800-922-0204 FL************7304","","Utilities/Phone","","-255.73"
"04/29/2024","CHECKING","0429Synchrony Bank Orlando FL","","Financial Services","","-134.00"
"04/29/2024","CHECKING","Synchrony Bank CC PYMT 240429650172360661417WEB","","Financial Services","","-3037.36"
"04/26/2024","CHECKING","CHECK","2453","Uncategorized Expense","","-64.00"
"04/26/2024","CHECKING","VENMO PAYMENT 2404261033990401425WEB","","Uncategorized Expense","","-150.00"
"04/24/2024","CHECKING","0422EMF&K-LOVE 800-525-5683 CA************7304","","Contributions","","-15.00"
"04/23/2024","CHECKING","0422APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-2.99"
"04/23/2024","CHECKING","MISC. DEBIT","","Uncategorized Expense","","-60.00"
"04/22/2024","CHECKING","0420ATMOS ENERGY 888-286-6700 TX************7304","","Utilities/Gas/Electric","","-39.52"
"04/22/2024","CHECKING","0420APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-2.18"
"04/22/2024","CHECKING","TRANSFER TO X********9965","","Transfer Between Accounts","","-489.00"
"04/19/2024","CHECKING","CITY OF ALCOA BANK DRAFT240419142032002PPD","","Utilities","","-113.00"
"04/19/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24041924041968770PPD","","Healthcare - HSA Spending Account/Insurance","2648.32",""
"04/18/2024","CHECKING","CHASE CREDIT CRDEPAY 2404187455334525WEB","","Transfer Between Accounts/Credit Card Payment","","-25000.00"
"04/17/2024","CHECKING","0416SXM*SIRIUSXM.C 888-635-5144 NY************7304","","Entertainment","","-25.29"
"04/17/2024","CHECKING","PLANET FIT CLUB FEES 2404172410713638206PPD","","Personal Care","","-10.00"
"04/17/2024","CHECKING","PLANET FIT CLUB FEES 2404172410713616978PPD","","Personal Care","","-23.06"
"04/17/2024","CHECKING","PLANET FIT CLUB FEES 2404172410713513876PPD","","Personal Care","","-10.00"
"04/16/2024","CHECKING","0415SUPERNATURAL HTTPSGETSUPERCA************7304","","Entertainment","","-10.96"
"04/16/2024","CHECKING","PAYMENT 9100 04/16 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-2.99"
"04/16/2024","CHECKING","PAYPAL INST XFER 2404161UP USAWEB","","Uncategorized Expense","","-41.72"
"04/15/2024","CHECKING","LOANDEPOT MSP ACH 2404151046254429PPD","","Miscellaneous","","-2323.19"
"04/15/2024","CHECKING","ALLY ALLY PAYMT240415670921023259WEB","","Transportation/Lease/Loan","","-849.84"
"04/12/2024","CHECKING","0411ATT*BILL PAYME 800-288-2020 TX************7304","","Utilities/TV","","-112.68"
"04/12/2024","CHECKING","0411APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-10.96"
"04/12/2024","CHECKING","PAYMENT 9100 04/12 NETFLIX COM001 NETFLIX COM","","Entertainment","","-25.17"
"04/10/2024","CHECKING","0410Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-547.00"
"04/09/2024","CHECKING","0408APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-10.96"
"04/09/2024","CHECKING","ELECTRICFUND BANK DRAFT240409UM393818PPD","","Utilities/Gas/Electric","","-100.20"
"04/05/2024","CHECKING","CHASE CREDIT CRDAUTOPAY 240405000000000254242PPD","","Transfer Between Accounts/Credit Card Payment","","-779.00"
"04/05/2024","CHECKING","AMEX EPAYMENT ACH PMT 240405W4686WEB","","Transfer Between Accounts/Credit Card Payment","","-1071.14"
"04/05/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24040524040568770PPD","","Healthcare - HSA Spending Account/Insurance","2667.82",""
"04/04/2024","CHECKING","0403GOOGLE *YouTub g.co/helppay#CA************7304","","Entertainment","","-79.92"
"04/04/2024","CHECKING","0403APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-10.96"
"04/03/2024","CHECKING","MTN LAUREL ASSC INS PREM 24040311011278 DANNYPPD","","Insurance","","-116.92"
"04/03/2024","CHECKING","IRS TREAS 310 TAX REF 240403XXXXXXXXXXXXXXXPPD","","Income","3033.00",""
"04/01/2024","CHECKING","0401Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-478.00"
"04/01/2024","CHECKING","STATE FARM RO 27CPC-CLIENT24040111 J 1991793759PPD","","Insurance","","-373.71"
"04/01/2024","CHECKING","PLANET FIT CLUB FEES 2404012408902284123PPD","","Personal Care","","-39.00"
"04/01/2024","CHECKING","PLANET FIT CLUB FEES 2404012408902283909PPD","","Personal Care","","-39.00"
"03/29/2024","CHECKING","0328VZWRLSS*APOCC 800-922-0204 FL************7304","","Utilities/Phone","","-257.45"
"03/29/2024","CHECKING","University HealtPR PAYMENT2403292000-000017938PPD","","Education","8963.49",""
"03/29/2024","CHECKING","PAYMENT 9100 03/28 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-40.32"
"03/27/2024","CHECKING","0327Synchrony Bank Orlando FL","","Financial Services","","-134.00"
"03/27/2024","CHECKING","TRANSFER TO X*XXXX GROCERIES","","Transfer Between Accounts","","-50.00"
"03/25/2024","CHECKING","0324APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-13.15"
"03/25/2024","CHECKING","0322APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-2.99"
"03/25/2024","CHECKING","0322EMF&K-LOVE 800-525-5683 CA************7304","","Contributions","","-15.00"
"03/22/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24032224032268770PPD","","Healthcare - HSA Spending Account/Insurance","2610.56",""
"03/21/2024","CHECKING","0320APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-8.76"
"03/20/2024","CHECKING","0319ATMOS ENERGY 888-286-6700 TX************7304","","Utilities/Gas/Electric","","-52.17"
"03/20/2024","CHECKING","VENMO PAYMENT 2403201033233609772WEB","","Uncategorized Expense","","-150.00"
"03/19/2024","CHECKING","CITY OF ALCOA BANK DRAFT240319142032002PPD","","Utilities","","-107.00"
"03/18/2024","CHECKING","0316SXM*SIRIUSXM.C 888-635-5144 NY************7304","","Entertainment","","-25.29"
"03/18/2024","CHECKING","0315SUPERNATURAL HTTPSGETSUPERCA************7304","","Entertainment","","-10.96"
"03/18/2024","CHECKING","168 MEDIA INC. IAT PAYPAL2403181033201592774IAT","","Uncategorized Expense","","-106.95"
"03/18/2024","CHECKING","PLANET FIT CLUB FEES 2403182407516518313PPD","","Personal Care","","-10.00"
"03/18/2024","CHECKING","PLANET FIT CLUB FEES 2403182407516517697PPD","","Personal Care","","-10.00"
"03/18/2024","CHECKING","PLANET FIT CLUB FEES 2403182407516507467PPD","","Personal Care","","-23.06"
"03/18/2024","CHECKING","PAYMENT 9100 03/16 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-2.99"
"03/15/2024","CHECKING","MOBILE DEPOSIT","","Utilities/Phone","66.52",""
"03/15/2024","CHECKING","MOBILE DEPOSIT","","Utilities/Phone","94.74",""
"03/15/2024","CHECKING","LOANDEPOT MSP ACH 2403151046254429PPD","","Miscellaneous","","-2323.19"
"03/15/2024","CHECKING","PAYMENT 9100 03/14 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-14.25"
"03/13/2024","CHECKING","0312ATT*BILL PAYME 800-288-2020 TX************7304","","Utilities/TV","","-112.68"
"03/13/2024","CHECKING","ALLY ALLY PAYMT240313670921023259WEB","","Transportation/Lease/Loan","","-849.84"
"03/12/2024","CHECKING","PAYMENT 9100 03/12 NETFLIX COM001 NETFLIX COM","","Entertainment","","-25.17"
"03/11/2024","CHECKING","0310APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-24.10"
"03/11/2024","CHECKING","0311Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-547.00"
"03/11/2024","CHECKING","ELECTRICFUND BANK DRAFT240309UM393818PPD","","Utilities/Gas/Electric","","-101.39"
"03/08/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24030824030868770PPD","","Medical","10166.67",""
"03/05/2024","CHECKING","MTN LAUREL ASSC INS PREM 24030511011278 DANNYPPD","","Insurance","","-116.92"
"03/04/2024","CHECKING","0303GOOGLE *YouTub g.co/helppay#CA************7304","","Entertainment","","-79.92"
"03/04/2024","CHECKING","PAYMENT 9100 03/03 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-5.48"
"03/01/2024","CHECKING","0301Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-478.00"
"03/01/2024","CHECKING","PLANET FIT CLUB FEES 2403012406002417271PPD","","Personal Care","","-39.00"
"03/01/2024","CHECKING","STATE FARM RO 27CPC-CLIENT24030111 J 1991793759PPD","","Insurance","","-365.27"
"02/29/2024","CHECKING","0228VZWRLSS*APOCC 800-922-0204 FL************7304","","Utilities/Phone","","-240.30"
"02/29/2024","CHECKING","TRANSFER FROM X*XXXX PAYING BACK DEBT","","Transfer Between Accounts","75.00",""
"02/29/2024","CHECKING","University HealtPR PAYMENT2402292000-000017938PPD","","Education","8963.50",""
"02/29/2024","CHECKING","PAYMENT 9100 02/28 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-40.32"
"02/28/2024","CHECKING","PAYMENT 9100 02/28 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-5.48"
"02/28/2024","CHECKING","TRANSFER FROM X*XXXX PAYING BACK DEBT","","Transfer Between Accounts","32.00",""
"02/27/2024","CHECKING","0227Synchrony Bank Orlando FL","","Financial Services","","-134.00"
"02/26/2024","CHECKING","CHECK","2452","Uncategorized Expense","","-274.00"
"02/26/2024","CHECKING","0222EMF&K-LOVE 800-525-5683 CA************7304","","Contributions","","-15.00"
"02/23/2024","CHECKING","TRANSFER TO X*XXXX CASH","","Transfer Between Accounts","","-250.00"
"02/23/2024","CHECKING","VENMO PAYMENT 2402231032694396774WEB","","Uncategorized Expense","","-150.00"
"02/23/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24022324022368770PPD","","Medical","2610.57",""
"02/22/2024","CHECKING","0221APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-19.71"
"02/22/2024","CHECKING","TRANSFER FROM X*XXXX PAYING BACK DEBT","","Transfer Between Accounts","46.00",""
"02/22/2024","CHECKING","PAYMENT 9100 02/22 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-2.99"
"02/21/2024","CHECKING","0220ATMOS ENERGY 888-286-6700 TX************7304","","Utilities/Gas/Electric","","-75.37"
"02/20/2024","CHECKING","0219DROPBOX*5HVWTZ DROPBOX.COM CA************7304","","Utilities/Internet","","-987.75"
"02/20/2024","CHECKING","0216APPLE.COM/BILL 866-712-7753 CA************7304","","Entertainment","","-2.99"
"02/20/2024","CHECKING","0216SXM*SIRIUSXM.C 888-635-5144 NY************7304","","Entertainment","","-25.29"
"02/20/2024","CHECKING","PLANET FIT CLUB FEES 2402202404716673698PPD","","Personal Care","","-10.00"
"02/20/2024","CHECKING","PLANET FIT CLUB FEES 2402202404716673048PPD","","Personal Care","","-10.00"
"02/20/2024","CHECKING","PLANET FIT CLUB FEES 2402202404716663087PPD","","Personal Care","","-23.06"
"02/20/2024","CHECKING","CITY OF ALCOA BANK DRAFT240217142032002PPD","","Utilities","","-137.00"
"02/20/2024","CHECKING","CHASE CREDIT CRDEPAY 2402177312320331WEB","","Transfer Between Accounts/Credit Card Payment","","-10000.00"
"02/16/2024","CHECKING","0215SUPERNATURAL HTTPSGETSUPERCA************7304","","Entertainment","","-10.96"
"02/16/2024","CHECKING","PAYMENT 9100 02/15 ONE APPLE PARK001 ONE APPLE P","","Uncategorized Expense","","-3.28"
"02/15/2024","CHECKING","TRANSFER FROM X*XXXX PAYING BACK","","Transfer Between Accounts","21.00",""
"02/15/2024","CHECKING","LOANDEPOT MSP ACH 2402151046254429PPD","","Miscellaneous","","-2323.19"
"02/13/2024","CHECKING","MOBILE DEPOSIT","","Utilities/Phone","50.00",""
"02/13/2024","CHECKING","ALLY ALLY PAYMT240213670921023259WEB","","Transportation/Lease/Loan","","-849.84"
"02/12/2024","CHECKING","0211ATT*BILL PAYME 800-288-2020 TX************7304","","Utilities/TV","","-112.68"
"02/12/2024","CHECKING","0212Knoxville TVA Employees KNOXVILLE TN","","Uncategorized Expense","","-547.00"
"02/12/2024","CHECKING","PAYMENT 9100 02/12 NETFLIX COM001 NETFLIX COM","","Entertainment","","-25.17"
"02/12/2024","CHECKING","VENMO PAYMENT 2402121032439870697WEB","","Uncategorized Expense","","-200.00"
"02/12/2024","CHECKING","ONLINE TRANSFER FROM CHECKING XXXXXXXXXXXX9965","","Transfer Between Accounts","869.00",""
"02/09/2024","CHECKING","TRANSFER FROM X*XXXX PAYING BACK WHAT HAL","","Transfer Between Accounts","600.00",""
"02/09/2024","CHECKING","BLUECROSS BLUESHPAYROLL 24020924020968770PPD","","Healthcare - HSA Spending Account/Insurance","2610.55",""
"02/07/2024","CHECKING","ELECTRICFUND BANK DRAFT240207UM393818PPD","","Utilities/Gas/Electric","","-102.58"
"02/06/2024","CHECKING","CHECK","2451","Uncategorized Expense","","-425.00"
"02/06/2024","CHECKING","ZELLE PMT SESHA RR LAKKAKULA 1TN0014L08KW","","Uncategorized Expense","50.00",""
"02/06/2024","CHECKING","ZELLE PMT SESHA RR LAKKAKULA 1TN000WGTXCD","","Uncategorized Expense","1.00",""
"02/05/2024","CHECKING","0203GOOGLE *YouTub g.co/helppay#CA************7304","","Entertainment","","-79.92"
"02/05/2024","CHECKING","MTN LAUREL ASSC INS PREM 24020311011278 DANNYPPD","","Insurance","","-116.92"
"02/02/2024","CHECKING","Beaver County BeaverCoun240202WEB","","Uncategorized Expense","","-17.67"
"02/01/2024","CHECKING","0131WASTE MGMT WM HOUSTON TX************7304","","Utilities/Other","43.76",""
