Transaction Date,Post Date,Description,Category,Type,Amount,Memo
01/11/2024,01/12/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-27.13,
01/11/2024,01/12/2024,SP OATS OVERNIGHT,Groceries,Sale,-48.04,
01/11/2024,01/12/2024,WEIGELS #85 Q88,Gas,Sale,-32.00,
01/10/2024,01/12/2024,OLIVE GARDEN ZK 0026458,Food & Drink,Sale,-30.26,
01/10/2024,01/12/2024,CALHOUN'S #105,Food & Drink,Sale,-80.69,
01/10/2024,01/11/2024,BP#1202000PLANTATION MAR,Gas,Sale,-17.72,
01/10/2024,01/11/2024,MCALISTER'S 1225 OL,Food & Drink,Sale,-15.25,
01/09/2024,01/10/2024,TST* SILVIAS MEXICAN RES,Food & Drink,Sale,-17.70,
01/08/2024,01/09/2024,Amazon Digit*TK9BP68C1,Shopping,Sale,-6.56,
01/08/2024,01/09/2024,Amazon.com*TK5B485H1,Shopping,Sale,-75.05,
01/09/2024,01/09/2024,Payment Thank You-Mobile,,Payment,10000.00,
01/07/2024,01/08/2024,9611 Great Clips at Crabt,Personal,Sale,-23.00,
01/07/2024,01/08/2024,Rocky Top Waffles,Food & Drink,Sale,-25.00,
01/07/2024,01/08/2024,FOOD LION #1362,Groceries,Sale,-158.31,
01/07/2024,01/08/2024,BP#1202000PLANTATION MAR,Gas,Sale,-82.29,
01/06/2024,01/08/2024,HERITAGE NUTRITION,Shopping,Sale,-31.42,
01/07/2024,01/07/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-486.75,
01/05/2024,01/07/2024,WAL-MART #672,Groceries,Sale,-160.32,
01/06/2024,01/07/2024,BP#1202000PLANTATION MAR,Gas,Sale,-10.05,
01/05/2024,01/07/2024,Rocky Top Waffles,Food & Drink,Sale,-39.50,
01/05/2024,01/07/2024,CASEYS #4207,Gas,Sale,-41.98,
01/05/2024,01/07/2024,CL *Chase Travel,Travel,Sale,-343.39,
01/04/2024,01/07/2024,SHELL OIL 57545176208,Gas,Sale,-33.00,
01/05/2024,01/07/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-45.77,
01/05/2024,01/07/2024,CL *Chase Travel,Travel,Sale,-970.30,
01/05/2024,01/07/2024,AIR FRANCE  0572311587761,Travel,Sale,-127.70,
01/05/2024,01/07/2024,AIR FRANCE  0572311587760,Travel,Sale,-127.70,
01/06/2024,01/07/2024,PANERA BREAD #202613 O,Food & Drink,Sale,-14.90,
01/04/2024,01/07/2024,FIELDHOUSE SPECIAL,Food & Drink,Sale,-52.52,
01/04/2024,01/05/2024,CL *Chase Travel,Travel,Sale,-2085.14,
01/03/2024,01/04/2024,CAPTAIN D'S 3202,Food & Drink,Sale,-16.65,
01/04/2024,01/04/2024,Amazon.com*IJ0AF5OA3,Shopping,Sale,-21.94,
01/03/2024,01/04/2024,RING YEARLY PLAN,Shopping,Sale,-39.99,
01/03/2024,01/04/2024,BRENZ PIZZA COMPANY - KNO,Food & Drink,Sale,-53.03,
01/03/2024,01/04/2024,MCDONALD'S F21687,Food & Drink,Sale,-13.60,
01/02/2024,01/03/2024,SQ *DARLIN DOGGIE DO'S,Professional Services,Sale,-228.00,
01/02/2024,01/03/2024,DOLLAR GENERAL #13895,Shopping,Sale,-21.35,
12/31/2023,01/03/2024,VolunteerStorageMary2,Home,Sale,-150.00,
01/02/2024,01/03/2024,TST* SILVIAS MEXICAN RES,Food & Drink,Sale,-37.07,
01/01/2024,01/02/2024,PAPA JOHN'S #0347,Food & Drink,Sale,-31.16,
